audio,text,source
00000873.wav,Xã hội loài người chúng ta sẽ luôn luôn cần có các chính phủ. Có thể bitcoin là một cái công cụ của tương lai nhưng mà cái tương lai mà người ta đang hướng tới đó là một cái xã hội được quản lý một cách phi tập trung. Tiếng Anh nó gọi là Decentralized Government. Đây là cái mô hình mà có lần Elon Musk có nói là anh ấy hy vọng là sẽ dùng cái mô hình quản lý này để triển khai cho những cái cư dân đầu tiên của sao hỏa. Nhưng mà hiển nhiên cái viễn cảnh đó nó còn rất rất rất là xa.,2
00000874.wav,Và với những gì mà tôi vừa phân tích chúng ta có thể thấy được là cái kịch bản đẹp nhất đó là các chính phủ họ sẽ thống nhất được với nhau về cái mặt quản lý và luật lệ để họ quản lý được các cái giao dịch Bitcoin. Nhưng mà như tôi vừa nói giả sử mà họ có làm được cái việc đó đi chăng nữa thì khi đó gần như là Bitcoin nó bị lấy mất đi cái cốt lỗi quan trọng nhất của chính nó đó là cái tính phi tập trung cái sự bảo mật và ẩn danh.,2
00000875.wav,Mất đi cái cốt lỗi này thì Bitcoin nó sẽ không còn những cái lý do đủ mạnh để mà tồn tại. Bởi vì như các anh chị đã thấy đó những cái chức năng khác để mà thay thế cho tiền thay thế cho vàng hay là một cái công cụ đầu tư thì như tôi đã phân tích ở trong tập trước nó đều không có nhiều ưu thế nó chỉ còn lại cái phần cốt lỗi quan trọng nhất này mà nó lại không giữ được nữa thì nó không có lý do gì để mà nó tồn tại nữa.,2
00000876.wav,Và như tôi đã từng nói ở trong những tập trước tôi rất là tách bạch giữa công nghệ Blockchain và Bitcoin. Có thể một lúc nào đó các chính phủ họ sẽ ứng dụng công nghệ Blockchain để mà làm ra một đồng tiền riêng của họ chạy trên nền tảng Blockchain. Khi đó thì họ vừa có thể tận dụng được các cái ưu thế về cái công nghệ Blockchain này họ lại vừa có thể chủ động quản lý được các cái đơn vị tiền tệ này.,2
00000877.wav,Kịch bản này thì với tôi nó khả thi hơn là để một cái đồng tiền đang trôi nổi lấy cái sự ẩn danh làm ưu điểm rồi cố gắng gò cái đồng tiền đó vào các cái quy định của luật thì tôi thấy nó khó hơn rất là nhiều. Cho nên nghĩ đi nghĩ lại thì đây nó không phải là câu chuyện bên nào nhường bên nào mà nó gần như là câu chuyện một mất một còn. Mà một khi mà đã đi tới cái kết luận như vậy thì riêng với cá nhân tôi chắc chắn là tôi sẽ đặt cược vào các chính phủ.,2
00000878.wav,Tôi không dạy gì tôi đặt cược vào một cái thứ tài sản mà nó đang bị mâu thuẫn với các chính phủ. Tất nhiên là những gì tôi vừa phân tích nó chỉ là những cái lập luận và những cái góc nhìn của cá nhân tôi. Dù là tôi tin là những cái lập luận này nó khá là chắc nhưng mà dù sao đi nữa thì không ai có thể nói trước được 100 % về tương lai nó sẽ như thế nào. Những gì mà tôi chia sẻ ra đây nó chỉ dựa trên những cái phân tích của cá nhân tôi. Có thể tôi đúng cũng có thể tôi sai.,2
00000879.wav,Có thể bitcoin rồi nó sẽ lên 100 ngàn 500 ngàn hay 1 triệu đô 1 bitcoin như nhiều người vẫn thường hay nói. Và nếu mà trường hợp đó xảy ra thì có thể là tôi sẽ bỏ lỡ cơ hội để mà nhảy lên cái chuyến tàu này. Tuy nhiên điều đó với tôi hoàn toàn không phải là vấn đề. Cái lý do chính mà tôi không bước lên chuyến tàu này là bởi vì khi mà tôi nhìn ra phía trước tôi không thấy được tương lai của nó. Và quan trọng hơn đó là tôi vẫn còn rất là nhiều những cái con tàu khác để mà tôi có thể bước lên.,2
00000880.wav,Do đó cho nên tôi không dạy gì mà bước lên 1 cái con tàu năm ăn năm thua như vậy. Cá nhân tôi tôi vẫn đang sống rất tốt với những cái kinh đầu tư khác của mình. Những cái kinh mà tôi hiểu rất rõ lý do vì sao mà tôi thắng hoặc kể cả là có thua thì tôi cũng hiểu được lý do vì sao mà tôi thua để từ đó tôi rút kinh nghiệm cho những lần sau. Còn với Bitcoin đa số nếu không muốn nói là tất cả những người đầu tư vào Bitcoin ở thời điểm hiện tại thì họ đều đầu tư với tâm lý FOMO tâm lý sợ mất phần.,2
00000881.wav,Họ mua nhưng mà nó xuống họ cũng không biết vì sao nó xuống và kể cả nó có lên họ có thắng đi nữa thì họ cũng không biết tại sao họ thắng. mà như vậy thì rõ ràng nó cũng không khác gì cái kiểu mua vé số rồi ngồi cầu may. Và riêng với tôi thì một khi mà đã đầu tư thì tôi không thích chơi một cái trò chơi may rủi như vậy. Thà là tôi kiếm tiền chậm hơn một chút giàu chậm hơn một chút còn hơn là mang tiền đi đánh bạc rồi phó mặt nó cho may rủi.,2
00000882.wav,Thời gian qua Bitcoin nói riêng và những cái đồng tiền ảo đang bắt đầu ồn ào trở lại và tôi nghĩ là nó sẽ còn ồn ào hơn nữa trong thời gian tới. Sẽ còn rất nhiều những người phô mô rất nhiều những cái hoạt động lừa đảo lợi dụng những cái cơn sóng sắp tới của thị trường này. Chúng ta thấy là kể cả là ở trên những cái thị trường mà cái độ minh bạch của nó cao hơn rất nhiều như là thị trường chiến khoán hay thậm chí là thị trường Forex là một cái hoạt động mà trước nay tôi không có khuyến khích.,2
00000883.wav,Nhưng mà kể cả là trên những cái thị trường này thì nó cũng minh bạch hơn là cái thị trường tiền ảo và kể cả là nó minh bạch hơn như vậy nhưng mà nó cũng đã có vô số những cái hoạt động lừa đảo ở trên đó rồi. Hún chi là thị trường tiền ảo cái nơi mà mọi thứ nó vẫn còn đang rất là sơ khai vẫn còn đang rất là thiếu luật lệ và cái sự quản lý của các cơ quan chức năng thì các cái hoạt động lừa đảo này chắc chắn nó sẽ còn nhiều hơn nữa.,2
00000884.wav,Những người này họ sẽ lợi dụng những cái nhịp lên của thị trường trong thời gian tới để đánh vào cái lòng thăm của mọi người để rồi cuối cùng cái người chịu thiệt chính là những người nhẹ giả cả tin với cái mong muốn làm giàu nhanh. Tôi làm loạt bài này chia sẻ với các anh chị những cái kiến thức này hoàn toàn miễn phí. Mục tiêu chỉ là để hy vọng cung cấp thêm cho các anh chị một góc nhìn nữa từ một người đã làm việc khá lâu năm ở đủ mọi vị trí trong cái lĩnh vực công nghệ tài chính này.,2
00000885.wav,"Tất cả những gì tôi làm trong cái loạt bài này chỉ đơn thuần là muốn tránh cho các anh chị bị rơi vào những cái trường hợp đau lòng, hết tất cả tiền dành dụng của gia đình thậm chí là lâm vào nợ nần giúp cho các anh chị tránh bị vướng vào những cái bẫy của những cái kẻ xấu đang muốn lợi dụng tâm lý nhẹ dạ của những người chưa biết. Chứ còn về phần tôi thì thẳng thắng mà nói cái việc các anh chị mua bitcoin và thắng thì tôi cũng không được lợi gì mà các anh chị có thua thì tôi cũng không mất gì.",2
00000886.wav,Bản thân tôi tôi đã đứng ngoài cuộc chơi này từ lâu cho nên nó không có liên quan hay là ảnh hưởng gì tới cuộc sống của tôi hết. Tôi vẫn đang có một cuộc sống rất tốt và tôi vẫn rất hài lòng với những cái kênh đầu tư mà mình đã chọn cho nên tất cả những gì mà tôi chia sẻ ở đây chỉ thuần chất là giúp cho các anh chị có thêm những cái kiến thức và những cái góc nhìn để từ đó các anh chị có được cho mình những cái quyết định đúng đắn.,2
00000887.wav,Tôi hy vọng những chia sẻ này là hữu ích cho các anh chị và trong trường hợp mà các anh chị muốn căng ngăn người thân hay là bạn bè của mình mà chưa biết cách phân tích như thế nào thì loạt bài này hy vọng nó cũng sẽ là một cách cô động và hiệu quả nhất để các anh chị có thể gửi cho họ xem. Cuối cùng thì như thường là bởi vì giải thuật của Youtube họ ưu tiên cho những video có nhiều like cho nên nếu mà thích video này thì nhờ các anh chị bấm thêm vào cái nút like để giúp cho podcast của chúng ta có nhiều người biết hơn nữa.,2
00000888.wav,Ngoài ra thì các anh chị cũng có thể cân nhắc đăng ký kênh để mỗi khi mà tôi cập nhật một nội dung nào đó mới thì Youtube nó sẽ báo cho các anh chị biết. Xin cảm ơn sự theo dõi của các anh chị và chúc các anh chị có một buổi tối cuối tuần bình yên.,2
00000889.wav,Hãy subscribe cho kênh La La School Để không bỏ lỡ những video hấp dẫn,2
00000890.wav,Hãy subscribe cho kênh Ghiền Mì Gõ Để không bỏ lỡ những video hấp dẫn Các anh chị có thể ghi thăm trang web của podcast ở địa chỉ là hiếu .tv để tải về một số tài liệu mà tôi đang chia sẻ miễn phí. Một lần nữa xin chào các anh chị và bây giờ thì chúng ta cùng nhau bắt đầu chủ đề ngày hôm nay.,2
00000891.wav,Ở trong cuộc sống có một cái sai lầm mà nhiều người trong chúng ta thường mắc phải. Bản thân tôi ngày xưa cũng như vậy. Đó là khi mà có một cái kế hoạch hay là một cái dự định gì đó hoặc nói lớn hơn là một cái giấc mơ hay là một cái hoài bảo nào đó mà chúng ta đang dự định thực hiện. Thì những lúc như vậy nhiều người trong chúng ta sẽ thường hay đi chia sẻ và đi hỏi ý kiến những người xung quanh mình. Thường là gia đình họ hàng thân thuộc hoặc là những người bạn thân.,2
00000892.wav,"Nghe thì có vẻ như đây là một điều khá là bình thường nhưng mà sau nhiều chiêm nghiệm những cái rút tỉa từ cá nhân. Nhìn lại thì tôi thấy đây là một điều không nên thậm chí có thể gọi là nguy hiểm. Vậy thì tại sao mà tôi lại nói nó là nguy hiểm? Đầu tiên hết tôi cần phải nói rõ là tôi không có ý xem thường những cái lời góp ý, những cái lời khuyên từ người khác.",2
00000893.wav,"Tuy nhiên, cái việc mà nghe sai lời khuyên từ sai người, theo tôi thì nó còn độc hại hơn cả là cái việc chúng ta không nghe lời khuyên. Ở đây tôi không chỉ nói về những người đang có ý xấu, muốn những cái điều không tốt nó xảy ra cho chúng ta. Tạm thời chúng ta bỏ nhóm này sang một bên. Nhưng mà kể cả là những người yêu thương chúng ta, thì chưa hẳn là lúc nào những lời khuyên, những lời góp ý của họ cũng sẽ tốt cho chúng ta.",2
00000894.wav,"Chắc chắn là những người đó thì họ sẽ luôn muốn những điều tốt nhất cho chúng ta rồi. Nhưng mà những gì mà họ cho là tốt nhất đó, nó chỉ là qua cái lăng kính và qua những cái hiểu biết của họ. Mà đôi khi, những việc mà chúng ta định làm, những cái giấc mơ mà chúng ta đang có, nó lại không nằm ở trong những cái lăng kính đó. Tôi lấy một cái ví dụ điển hình.",2
00000895.wav,"Giả sử như khi mà chúng ta chia sẻ với cha mẹ về cái việc là chúng ta muốn ra khởi nghiệp kinh doanh riêng chẳng hạn, thì rất nhiều trường hợp, cái phản hồi mà các anh chị nhận được, nó sẽ là chúng ta không nên làm như vậy. Lý do đó là bởi vì đa phần cha mẹ chúng ta đều là những người thuộc thế hệ trước, những người đã từng đi qua các cái giai đoạn khó khăn của đất nước. Họ từng trải qua chiến tranh, rồi sau này là cái giai đoạn bao cấp rất là khó khăn.",2
00000896.wav,"Khi đó thì cuộc sống lý tưởng nhất đối với họ là có được một cái cuộc sống bình yên, một cái công việc ổn định để chăm sóc và lo lắng cho gia đình. Hiển nhiên là không có gì xấu với cái bức tranh như vậy. Chính nhờ những điều đó mà những người con như chúng ta mới có ngày hôm nay. Nhưng giờ đây thì đất nước đã thay đổi rồi. Đất nước chúng ta bây giờ đang là một đất nước đang phát triển với rất là nhiều cơ hội mới. Môi trường kinh doanh bây giờ nó cũng khác xưa rất là nhiều.",2
00000897.wav,"Tuy nhiên, bởi vì là cha mẹ hay là chú bác của chúng ta đều là những người đã sống quá lâu với những cái môi trường trước đây. Thành ra là đa số mọi người ở trong cái thế hệ đó không ít thì nhiều. Họ đã bị in sâu vào cái tiềm thức. Đó là có được một cái công việc ổn định, một cuộc sống vừa đủ ăn đủ mặt, nó mới là cái điều tốt nhất.",2
00000898.wav,"Và từ cái lăng kính cuộc sống như vậy, thì hiển nhiên khi mà chúng ta đặt một cái câu chuyện khởi nghiệp hay là kinh doanh riêng vào trong cái lăng kính đó, thì tự động người ta sẽ thấy nó rất là rủi ro và không an toàn. Nó sẽ dễ dẫn tới những cái điều không tốt cho chúng ta. Thành ra là với cái tình thương mà họ dành cho chúng ta, hiển nhiên là họ sẽ khuyên chúng ta không nên làm những điều như vậy.",2
00000899.wav,"Nhưng bây giờ cũng cùng câu chuyện đó, giả sử là các bạn đem nó đi hỏi ý kiến của những người đã từng trải qua khởi nghiệp và đang thành công, thì chắc chắn là câu trả lời của họ sẽ rất khác. Tôi thì tôi không dám nói thay cho những người khác, cho nên tôi sẽ tạm dùng cái góc nhìn của chính mình.",2
00000900.wav,"Bản thân tôi cũng đã tự gây dựng cho mình một số doanh nghiệp, và giờ đây, với cái công việc đầu tư và cố vấn mà tôi đang làm, thì tôi có dịp ngồi trong hội đồng quản trị của một số công ty, có dịp tiếp xúc và mentor cho những cái chủ doanh nghiệp, do đó cho nên tôi có được một số cái góc nhìn khác.",2
00000901.wav,"Thỉnh thoảng tôi vẫn nhận được những cái lời xin ý kiến từ các bạn trẻ, và tất nhiên, không phải là lúc nào tôi cũng sẽ khuyên các bạn nên khởi nghiệp, nhưng với những cái trường hợp mà tôi thấy là các bạn có đủ tố chất, các bạn có những cái mô hình kinh doanh thật sự tiềm năng, thì tôi sẽ ủng hộ, và song song đó tôi sẽ chia sẻ thêm những cái kinh nghiệm của mình, góp ý cho các bạn những cái điều mà nó còn chưa hoàn chỉnh.",2
00000902.wav,"Với những cái trường hợp như vậy thì lời khuyên của tôi là hãy thật cẩn thận, nhưng mà hãy cứ dấn thân, bởi vì rủi mà không may có thất bại, thì nếu mà biết làm đúng cách, không để mình dây vào nợ nần, thì cái phần được nó cũng sẽ rất lớn. Tóm lại, những cái góc ý của tôi, nó sẽ rất là khác so với những cái phản đối của những người mà chưa bao giờ làm kinh doanh riêng, và họ đang sống một cái cuộc sống an phận.",2
00000903.wav,"Và tôi tin là khi mà các bạn hỏi thêm ý kiến của những người khác, cũng đã từng đi qua những cái con đường giống như tôi, và đang thành công với những cái việc đó, thì những cái lời khuyên và những cái góc ý của họ cũng sẽ phần nào theo cái chiều hướng giống như tôi. Vậy thì bài học mà chúng ta rút ra được ở đây là gì? Đó là các bạn phải hết sức cẩn thận, hết sức chọn lọc để chọn ra được những người mà các bạn muốn nghe lời khuyên, muốn lắng nghe những cái góc ý của họ.",2
00000904.wav,"Bởi vì khi mà các bạn hỏi sai người, lắng nghe sai lời khuyên, thì nó sẽ là cái cách nhanh nhất để mà giết chết một cái hoài bảo hay một cái dự định nào đó. Đôi khi là những cái dự định rất là tiềm năng. Nhưng chính bởi vì các bạn lắng nghe sai người, cho nên các bạn đã bỏ lỡ đi những cái cơ hội, những cái hành trình rất là đáng giá như vậy. Tới đây thì câu hỏi tiếp theo, đó là làm sao để mà chúng ta biết được là mình nên chia sẻ và mình nên lắng nghe góc ý từ những ai?",2
00000905.wav,"Ở trong tiếng Anh nó có một cái câu rất là hay mà tôi sẽ để nguyên văn ở trên màn hình. Đại ý của câu này có thể hiểu là chúng ta đừng bao giờ lắng nghe lời khuyên của những người mà chúng ta không muốn trở thành. Và từ cái câu này, chúng ta có thể khai triển ra thêm một hướng nữa. Đó là hãy đi tìm lời khuyên từ những người mà bạn mong muốn một ngày nào đó bạn sẽ có cuộc sống giống như họ.",2
00000906.wav,"Khi mà có một cái ý tưởng nào đó hay là một cái dự định làm một cái việc gì đó, thì các bạn hãy hình dung ra cái đích đến của cái hành trình đó nó là như thế nào. Rồi sau đó thì các bạn cố gắng đi tìm những người nào mà họ đang sống ở cái đích đến đó. Đó nó mới chính là những người mà các bạn nên đi xin lời khuyên.",2
00000907.wav,"Như cái ví dụ nãy giờ, nếu mà các bạn có một cái ý tưởng kinh doanh, nếu mà muốn khởi nghiệp, thì các bạn hãy đi tìm những người đã từng đi qua những cái vất vả, những cái gian nang của cái giai đoạn khởi nghiệp. Và ngày hôm nay, họ đã gây dựng được những cái công ty thành công rồi. Họ đang điều hành những cái doanh nghiệp mà họ đã từng gây dựng đó. Các bạn hãy đi tìm lời khuyên từ những người như vậy. Cũng không có gì chắc chắn là họ sẽ ủng hộ bạn. Bởi vì nếu mà họ thấy được là cái mô hình kinh doanh mà bạn đang định làm, nó không có tiềm năng.",2
00000908.wav,"Hay thậm chí là họ thấy được bạn chưa có đủ những cái tố chất cần thiết, thì có thể là họ cũng sẽ khuyên bạn không nên bắt đầu. Nhưng mà ngược lại, nếu mà họ thấy đó là điều nên làm, thì tôi tin là họ sẽ ủng hộ các bạn. Nghĩa là ở đây có thể là họ sẽ ủng hộ hoặc sẽ không ủng hộ. Nhưng mà chắc chắn là những cái lời khuyên của họ nó mới chính là những cái lời khuyên hữu ích nhất dành cho các bạn. Các bạn đừng đi chia sẻ giấc mơ khởi nghiệp của mình với những người mà họ đang sống cái cuộc sống an phận.",2
00000909.wav,"Có thể đó là những người bạn đồng nghiệp đang hài lòng với một cái công việc ổn định, đang có một cái gia đình hạnh phúc. Với những người như vậy, thì các bạn có thể hỏi lời khuyên của họ nếu mà cái đích đến của bạn là một cái máy ấm gia đình hạnh phúc. Nhưng mà đừng chia sẻ với họ là bạn đang có một cái ý tưởng kinh doanh hay là một cái dự định khởi nghiệp. Từ cái nguyên tắc cốt lõi này, chúng ta có thể mở rộng ra rất là nhiều những cái khía cạnh khác nhau ở trong cuộc sống. Ví dụ như là ở trong đầu tư.",2
00000910.wav,"Hiện tại chúng ta thấy là có rất nhiều những người họ đang tự nhận mình là những cái nhà đầu tư chiến khoán, những cái chuyên gia tiền ảo hay là Forex này kia. Và cái cách đơn giản nhất là chúng ta hãy nhìn vào những cái thành quả mà họ đã đạt được để xem là có thật sự là họ đang làm việc ở trong cái lĩnh vực đầu tư hay không. Có phải là họ đang ở cái đích đến mà các bạn đang muốn hướng tới hay không. Khi mà đã nói về đầu tư thì nó là câu chuyện về tài chính. Cho nên hãy để cái kết quả đầu tư nó nói chuyện.",2
00000911.wav,"Nếu mà các bạn thấy họ vẫn loay hoay, ngày ngày họ vẫn đi làm những cái việc không liên quan tới đầu tư để rồi kiếm tiền từ những cái việc đó, thì các bạn phải đặt cái câu hỏi là liệu những lời mà họ nói nó có thật sự đáng tin hay không. Những người mà khuyên các anh chị đầu tư vào Bitcoin hay là tham gia vào những cái hoạt động làm giàu nhanh, các anh chị xem xem bản thân họ có đang thật sự thành công với những cái chiến lược mà họ đang rao giảng hay không. Nếu không, thì tốt nhất là các bạn nên bỏ ngoài tay những gì mà họ đang khuyên bảo.",2
00000912.wav,"Cái việc này thật ra khi mà chúng ta đơn giản hóa nó lại, chúng ta sẽ thấy nó gần như là một điều hiển nhiên. Ví dụ, giả sử các anh chị đang có dự định đi xuyên Việt chẳng hạn, thì hiển nhiên là các anh chị phải đi hỏi kinh nghiệm và xin lời khuyên từ những người mà họ đã đi qua cái hành trình đó rồi. Và khi mà các anh chị hỏi những người như vậy, thì ngoài cái việc là gần như chắc chắn họ sẽ cổ vũ, sẽ động viên các anh chị là hãy cứ đi đi. Đi để thấy Việt Nam mình có rất là nhiều cảnh đẹp.",2
00000913.wav,"Ngoài cái sự động viên, thì bên cạnh đó, họ sẽ còn chỉ cho chúng ta được vô số những cái kinh nghiệm, những cái lưu ý cần tránh. Nhưng, cũng cùng cái câu hỏi đó, khi mà các anh chị nói với một người mà họ cứ quanh năm suốt tháng không ra khỏi nhà, rằng là các anh chị đang có dự định đi xuyên Việt, thì hiển nhiên là đối với họ, ở trong cái lăng kính cuộc sống của họ, ở nhà nó mới an toàn. Ra ngoài, nó sẽ có vô số những cái nguy hiểm. Và bản thân họ thật sự tin là như vậy, chứ không phải không.",2
00000914.wav,"Do đó cho nên, nếu mà chúng ta chỉ ngồi lắng nghe những cái luận cứ, những cái chứng minh từ những người như họ, thì tới một lúc nào đó rồi, thì chúng ta cũng sẽ tin những gì họ nói là hợp lý. Cho nên, rồi chúng ta cũng sẽ không đi xuyên Việt nữa. Chúng ta sẽ ở nhà và tận hưởng cái cuộc sống an toàn, bình yên ở trong nhà. Tất nhiên là không có gì xấu với cái việc đó, nhưng mà các câu hỏi ở đây là đó có phải là cái bức tranh mà chúng ta muốn hay không?",2
00000915.wav,"Do đó cho nên, ngay từ đầu, chúng ta phải xác định xem là mình muốn gì, mình muốn cái bức tranh cuộc sống của mình, nó sẽ như thế nào? Rồi sau đó, chúng ta đi tìm những người mà đang sống ở cái bức tranh đó để chúng ta xin lời khuyên, chúng ta lắng nghe từ họ. Còn nếu mà giả sử không tìm được, thì cách tốt nhất là chúng ta khỏi cần phải xin lời khuyên từ ai hết. Chúng ta cứ âm thầm, chúng ta tự đi con đường của mình.",2
00000916.wav,"Khi mà tôi chia sẻ về cái hành trình tự do tài chính, thì có nhiều bạn đã gửi email về và các bạn tâm sự với tôi là những cái giai đoạn khi mà các bạn thắt lưng buộc bụng như vậy, thì các bạn thường hãy bị những bạn bè xung quanh khuyên là cái hành trình tự do tài chính nó không khả thi, nó chỉ dành cho những người có điều kiện hay là những người xuất chúng. Và một cái câu nói rất là quen thuộc, đó là cuộc sống này nó ngắn lắm, hãy cứ sống thoải mái ngay hôm nay đi, cần gì phải quan tâm tới ngày mai làm gì.",2
00000917.wav,"Với những cái trường hợp như vậy thì tôi thường trả lời với các bạn là các bạn hãy nhìn cuộc sống của những người mà họ đang đưa ra cái lời khuyên như vậy và cuộc sống của những người mà họ đã đạt được tự do tài chính rồi thì đâu nó sẽ là cái hình mẫu mà các bạn muốn hướng tới, đâu nó sẽ là cái hình ảnh của cái đích đến của các bạn. Cái việc mà đi tìm những cái hình mẫu như vậy nó không có quá khó. Nếu chúng ta nhìn ra xung quanh thì nó có thể là những người hàng xóm hay là những người thân ở trong gia đình.",2
00000918.wav,"Có những người cả tuổi trẻ của họ họ sống vô tư, không lo, không nghĩ gì hết. Đến khi lớn tuổi một chút thì họ lập gia đình rồi họ cũng sẽ sống vô tư vui vẻ như vậy. Kiếm được bao nhiêu thỉnh thoảng họ sẽ bị căng thẳng, bị lục đục về cái chuyện tiền bạc ở trong gia đình. Thật ra đây là tôi đang nói giảm nói tránh rất là nhiều rồi. Chứ thường là những cái trường hợp mà vô lo vô nghĩ như vậy họ sẽ rất là vất vả với cái chuyện tiền bạc sau khi mà đã có gia đình.",2
00000919.wav,Nhưng mà tạm thời bây giờ chúng ta cứ nói nhẹ đi như vậy cho nó công bằng. Thì giữa cái hình ảnh đó với hình ảnh của những người mà đã đạt được tự do tài chính rồi họ có thể ung dung tự tại họ sống với những cái nền tảng vững chắc về tài chính của họ. Họ tạo ra thêm nhiều giá trị không chỉ là cho bản thân mà là còn cho xung quanh. Thì giữa hai cái bức tranh như vậy đâu nó sẽ là cái bức tranh mà các bạn hướng tới. Nếu đó là cái bức tranh số 1 thì các bạn đừng nghe theo những cái lời khuyên của những người giống như tôi.,2
00000920.wav,Nhưng nếu đó là cái bức tranh số 2 thì hiện nhiên là các bạn đừng quan tâm tới những cái lời góp ý những cái lời khuyên của những cái người kia. Tổng quan lại ý chính mà tôi muốn chia sẻ với các anh chị trong tập ngày hôm nay nó chỉ đơn giản là mỗi khi mà chúng ta có một cái dự định nào đó đặc biệt là trước những cái ước mơ hay là những cái hành trình lớn thì chúng ta hãy chọn lọc thật là kỹ trước khi mà chúng ta nhận lời khuyên của ai.,2
00000921.wav,Nếu mà có lắng nghe thì hãy chủ động tìm tới những người mà họ đang ở cái đích đến của những cái con đường mà các bạn đang định đi. Còn nếu mà chưa có dịp gặp chưa có dịp trò chuyện với những người như vậy thì tốt nhất là cứ tự mình âm thầm đi từng bước một. Bởi vì không phải lúc nào cái việc chia sẻ và lắng nghe góp ý từ người khác cũng là một cái điều nên làm. Đôi khi nó là chính là những cái liều thuốc độc cho những cái hoài bảo và những cái ước mơ của các bạn.,2
00000922.wav,Hãy chọn cho mình những cái hình mẫu mà mình muốn hướng tới rồi lắng nghe những gì mà họ nói. Đó nó sẽ là cách đơn giản và hiệu quả nhất để chúng ta có được một cuộc sống mà mình mong muốn. Thì đó là một vài kinh nghiệm nhỏ mà tôi muốn chia sẻ tới các bạn trong tập ngày hôm nay. Nếu mà thích bài nói chuyện ngày hôm nay thì nhờ các anh chị bấm thêm vào nút like ở bên dưới video.,2
00000923.wav,Ngoài ra nếu thấy những nội dung mà tôi đang chia sẻ là hữu ích thì các anh chị có thể cân nhắc đăng ký kênh để giúp cho podcast của chúng ta có nhiều người biết hơn nữa. Xin cảm ơn sự theo dõi của các anh chị và chúc các anh chị có một buổi tối cuối tuần bình yên.,2
00000924.wav,Hãy subscribe cho kênh La La School Để không bỏ lỡ những video hấp dẫn Hãy subscribe cho kênh La La School Để không bỏ lỡ những video hấp dẫn,2
00000925.wav,Hãy subscribe cho kênh Ghiền Mì Gõ Để không bỏ lỡ những video hấp dẫn Các anh chị có thể ghé thăm trong web của podcast ở địa chỉ là hiếu .tv để tải về một số tài liệu mà tôi đang chia sẻ miễn phí. Một lần nữa xin chào các anh chị và bây giờ thì chúng ta cùng nhau bắt đầu chủ đề ngày hôm nay.,2
00000926.wav,Trên podcast này đã nhiều lần tôi chia sẻ với các anh chị rất là cởi mở về cái việc tôi chưa từng học đại học. Tất cả những gì mà tôi có được cho tới hôm nay đều là do tự học. Và thật ra thì cái trường hợp không học đại học của tôi nó không có giống với những câu chuyện đặc biệt mà mọi người thường nghe ở trên thế giới như là về Bill Gates hay là về Mark Zuckerberg. Những người đó là những người thiên tài.,2
00000927.wav,"Họ đã từng học đại học và họ nhận ra những cái cơ hội rồi họ chủ động bỏ học để đi theo con đường riêng. Còn trường hợp của tôi thì nó không có được ly kỳ như vậy. Tôi không chọn học đại học, chỉ đơn giản là vì thời gian đó gia đình tôi đang ở trong cái giai đoạn khó khăn. Tuy là không có khó khăn tới cái mức mà không thể nào đủ điều kiện cho tôi học đại học.",2
00000928.wav,"Bởi vì tôi tin là nếu mà tôi muốn học đại học thì ba mẹ của tôi vẫn có thể tìm ra một cái cách nào đó để xoay sở để có thể đóng được học phí cho tôi. Tuy nhiên, nhìn hoàn cảnh gia đình khó khăn thiếu trước hụt sau lúc đó, thì ngay từ những năm cấp 3, tôi đã dần dần hình thành cái suy nghĩ là tôi chỉ mong sao cho mau mau học xong để có được cái tấm bằng, để đủ 18 tuổi và tôi có thể đi làm ngay lập tức.",2
00000929.wav,"Và kết quả là ngay khi vừa tốt nghiệp xong cấp 3, chỉ chưa đầy 2 tuần sau là tôi đã bắt đầu đi tìm việc. Thời đó thì tôi cũng không biết tìm việc ở đâu, ngoài cái chuyện là đến các cái trung tâm giới thiệu việc làm. Rồi cũng may mắn là tôi có được một cái công việc đầu tiên là nhân viên lắp lắp máy tính cho một cái tiệm vi tính ở trên đường Bùi Thủy Xuân. Rồi cũng từ cái công việc này mà dần dần cuộc đời tôi rẽ sang một hướng khác.",2
00000930.wav,"Câu chuyện này thì đã có lần tôi chia sẻ lại trong tập podcast Những Ngã Rẽ Cuộc Đời. Trong tập ngày hôm nay thì tôi muốn chia sẻ lại với các anh chị một cái khía cạnh khác của câu chuyện này. Thú thật với các anh chị là dù cái quyết định không có học đại học, nó là một cái quyết định do chính tôi chủ động. Nhưng mà vẫn có những cái khoảnh khắc mà tôi cảm thấy chạnh lòng.",2
00000931.wav,"Tôi vẫn còn nhớ cái hôm mà đi ngang trường Bách Khoa vào đúng cái dịp trường đang đón các bạn sinh viên mới. Lúc đó thay vì là một trong số những cái sinh viên đó thì tôi lại đang loay hoay chở sau lưng mình một lô lóc những cái CPU và màn hình để mà đi giao cho khách. Rồi sau này mỗi khi mà gặp lại nhau, ngồi nghe các bạn kể lại về những cái kỷ niệm thời sinh viên, những cái kỷ niệm vui buồn dưới mái trường đại học của các bạn.",2
